,name,total_enrollment,state,n_native,n_asian,n_black,n_hispanic,n_pacific,n_nonresident,n_total_minority,n_multiracial,n_unknown,n_white,n_women,state_code,type,degree_length,room_and_board,in_state_tuition,in_state_total,out_of_state_tuition,out_of_state_total,early_career_pay,mid_career_pay,make_world_better_percent,stem_percent
1282,North Central Texas College,10169,Texas,63,213,933,1990,18,127,3521,304,42,6479,5866,TX,Public,2 Year,3970.0,2730,6700,7980,11950,,,,
1283,North Central University,1191,Minnesota,2,14,31,65,1,7,149,36,367,668,734,MN,Private,4 Year,7400.0,24240,31640,24240,31640,,,,
1284,North Country Community College,1962,New York,25,10,26,1,2,25,128,64,112,1697,1221,NY,Public,2 Year,10350.0,6008,16358,12638,22988,,,,
1285,North Dakota State College of Science,3033,North Dakota,31,26,166,50,3,32,357,81,57,2587,1367,ND,Public,2 Year,6220.0,5132,11352,12402,18622,,,,
1286,North Dakota State University,14747,North Dakota,109,220,361,245,12,1059,1207,260,603,11878,6786,ND,Public,4 Year,8565.0,9294,17859,13273,21838,,,,
1287,North Florida Community College,1289,Florida,2,9,258,77,1,5,347,0,20,917,877,FL,Public,2 Year,,3179,3179,12095,12095,,,,
1288,North Georgia Technical College,2663,Georgia,5,31,177,117,1,4,367,36,38,2254,1553,GA,Public,2 Year,4000.0,3268,7268,5938,9938,,,,
1289,North Greenville University,2569,South Carolina,8,12,190,68,4,9,282,0,325,1953,1243,SC,Private,4 Year,10240.0,19750,29990,19750,29990,,,,
1290,North Hennepin Community College,7384,Minnesota,46,973,1599,374,9,80,3393,392,197,3714,4240,MN,Public,2 Year,,5542,5542,5542,5542,,,,
1291,North Idaho College,5768,Idaho,179,63,61,259,35,0,597,0,507,4664,3483,ID,Public,2 Year,7500.0,4245,11745,10815,18315,,,,
1292,North Iowa Area Community College,2950,Iowa,8,32,117,138,0,32,328,33,0,2590,1608,IA,Public,2 Year,7128.0,5408,12536,7721,14849,,,,
1293,North Lake College,10744,Texas,40,1215,2074,3992,20,55,7465,124,483,2741,5789,TX,Public,2 Year,,1770,1770,5220,5220,,,,
1294,North Park University,3185,Illinois,8,222,316,525,27,143,1198,100,275,1569,2061,IL,Private,4 Year,9866.0,29190,39056,29190,39056,,,,
1295,North Shore Community College,7412,Massachusetts,15,316,705,1626,6,12,2841,173,188,4371,4480,MA,Public,2 Year,,6450,6450,13410,13410,,,,
1296,Northampton Community College,10531,Pennsylvania,27,262,1184,2078,21,88,3810,238,186,6447,6286,PA,Public,2 Year,9094.0,4380,13474,14100,23194,,,,
1297,Northcentral Technical College,4377,Wisconsin,38,267,56,97,8,0,510,44,248,3619,2673,WI,Public,2 Year,,4026,4026,6039,6039,,,,
1298,Northcentral University,11160,Arizona,84,217,2844,598,58,0,4182,381,2411,4567,7003,CA,For Profit,4 Year,,11064,11064,11064,11064,,,,
1299,Northeast Alabama Community College,2708,Alabama,87,15,56,181,2,10,360,19,3,2335,1643,AL,Public,2 Year,,4740,4740,8610,8610,,,,
1300,Northeast Community College,5061,Nebraska,38,19,62,425,1,50,650,105,375,3986,2339,NE,Public,2 Year,8605.0,3480,12085,4635,13240,,,,
1301,Northeast Iowa Community College,4934,Iowa,8,14,96,71,4,4,218,25,118,4594,2797,IA,Public,2 Year,,5432,5432,5992,5992,,,,
1302,Northeast Mississippi Community College,3538,Mississippi,7,10,628,58,0,0,748,45,53,2737,2073,MS,Public,2 Year,4480.0,3816,8296,6656,11136,,,,
1303,Northeast State Community College,5865,Tennessee,22,29,145,108,1,16,397,92,97,5355,3120,TN,Public,2 Year,,4451,4451,17357,17357,,,,
1304,Northeast Texas Community College,3186,Texas,17,23,415,805,1,108,1345,84,3,1730,1964,TX,Public,2 Year,6300.0,2849,9149,6149,12449,,,,
1305,Northeast Wisconsin Technical College,10406,Wisconsin,249,300,238,539,2,0,1498,170,2,8906,6092,WI,Public,2 Year,,4473,4473,6486,6486,,,,
1306,Northeastern Illinois University,10275,Illinois,23,905,1048,3260,26,557,5429,167,268,4021,5846,IL,Public,4 Year,11424.0,14022,25446,25907,37331,,,,
1307,Northeastern Junior College,1776,Colorado,12,8,110,189,1,8,367,47,121,1280,996,CO,Public,2 Year,7080.0,5072,12152,7910,14990,,,,
1308,Northeastern State University,8310,Oklahoma,1754,167,360,338,9,122,3766,1138,187,4235,5176,OK,Public,4 Year,7638.0,6650,14288,14720,22358,44500.0,77600.0,58.0,7.0
1309,Northeastern Technical College,1090,South Carolina,22,5,449,9,0,0,506,21,2,582,723,SC,Public,2 Year,,5490,5490,8940,8940,,,,
1310,Northeastern University,19798,Massachusetts,10,1753,624,1103,7,5463,4094,597,1413,8828,9764,MA,Private,4 Year,16880.0,51387,68267,51387,68267,62500.0,109700.0,46.0,40.0
1311,Northern Arizona University,27705,Arizona,838,468,888,5368,62,1246,8961,1337,218,17280,16316,AZ,Public,4 Year,10282.0,11564,21846,25828,36110,49600.0,90000.0,56.0,12.0
1312,Northern Essex Community College,6963,Massachusetts,11,127,273,2570,36,39,3100,83,280,3544,4283,MA,Public,2 Year,,6420,6420,13650,13650,,,,
1313,Northern Illinois University,20611,Illinois,30,984,2825,2531,22,1090,6961,569,242,12318,10442,IL,Public,4 Year,10880.0,12262,23142,12262,23142,53000.0,95500.0,47.0,20.0
1314,Northern Kentucky University,15090,Kentucky,55,166,996,379,17,469,1865,252,205,12551,8452,KY,Public,4 Year,10022.0,10032,20054,19680,29702,49000.0,87400.0,46.0,12.0
1315,Northern Maine Community College,1079,Maine,22,8,14,16,2,18,70,8,79,912,596,ME,Public,2 Year,7818.0,3820,11638,6640,14458,,,,
1316,Northern New Mexico College,1371,New Mexico,111,13,26,974,2,2,1179,53,11,179,830,NM,Public,4 Year,,4765,4765,4765,4765,,,,
1317,Northern Oklahoma College,4766,Oklahoma,569,63,265,267,0,90,1165,1,0,3511,2754,OK,Public,2 Year,7080.0,4170,11250,10755,17835,,,,
1318,Northern State University,3531,South Dakota,55,31,49,79,6,182,272,52,46,3031,2147,SD,Public,4 Year,8029.0,8498,16527,11471,19500,42300.0,77700.0,56.0,7.0
1319,Northern Virginia Community College,51487,Virginia,134,7333,9085,10264,266,1335,28937,1855,1118,20097,26506,VA,Public,2 Year,,5610,5610,11618,11618,,,,
1320,Northland College,584,Wisconsin,12,1,7,28,0,9,66,18,44,465,289,WI,Private,4 Year,9176.0,36183,45359,36183,45359,,,,
1321,Northland Pioneer College,3211,Arizona,1112,22,33,354,6,0,1575,48,135,1501,1922,AZ,Public,2 Year,,2310,2310,10740,10740,,,,
1322,Northwest Christian University,705,Oregon,18,15,16,57,3,0,133,24,11,561,453,OR,Private,4 Year,9300.0,30050,39350,30050,39350,45200.0,81100.0,62.0,5.0
1323,Northwest Florida State College,6295,Florida,29,167,533,500,20,34,1522,273,191,4548,3647,FL,Public,2 Year,,3324,3324,11634,11634,,,,
1324,Northwest Indian College,637,Washington,549,0,2,15,5,3,605,34,4,25,417,WA,Public,2 Year,4950.0,5445,10395,14310,19260,,,,
1325,Northwest Iowa Community College,1568,Iowa,5,17,4,69,2,1,115,18,55,1397,835,IA,Public,2 Year,,5070,5070,5370,5370,,,,
1326,Northwest Kansas Technical College,647,Kansas,0,3,35,89,3,13,150,20,0,484,214,KS,Public,2 Year,4850.0,8300,13150,8300,13150,,,,
1327,Northwest Mississippi Community College,7559,Mississippi,10,73,2583,93,2,0,2786,25,27,4746,4590,MS,Public,2 Year,3550.0,3000,6550,5400,8950,,,,
1328,Northwest Missouri State University,6720,Missouri,20,39,374,182,8,708,790,167,241,4981,3595,MO,Public,4 Year,10016.0,9805,19821,16457,26473,46900.0,85100.0,50.0,26.0
1329,Northwest Nazarene University,2249,Idaho,14,27,37,175,9,53,306,44,136,1754,1313,ID,Private,4 Year,7400.0,29300,36700,29300,36700,46200.0,80600.0,68.0,7.0
1330,Northwest State Community College,3612,Ohio,4,24,96,214,1,0,377,38,433,2802,1650,OH,Public,2 Year,,5102,5102,9942,9942,,,,
1331,Northwest Technical College,1091,Minnesota,81,12,45,19,1,1,224,66,21,845,784,MN,Public,2 Year,,5488,5488,5488,5488,,,,
1332,Northwest Vista College,15797,Texas,39,509,847,9050,47,32,11142,650,210,4413,8608,TX,Public,2 Year,,2720,2720,13730,13730,,,,
1333,Northwest-Shoals Community College,3891,Alabama,31,13,437,138,2,13,625,4,120,3133,2154,AL,Public,2 Year,,4695,4695,8565,8565,,,,
1334,Northwestern Connecticut Community College,1614,Connecticut,1,27,42,138,2,1,242,32,62,1309,1109,CT,Public,2 Year,,4404,4404,13172,13172,,,,
1335,Northwestern Health Sciences University,879,Minnesota,2,44,9,20,0,23,83,8,24,749,435,MN,Private,4 Year,,13380,13380,13380,13380,,,,
1336,Northwestern Michigan College,4502,Michigan,80,33,50,114,5,42,385,103,292,3783,2400,MI,Public,2 Year,8750.0,4174,12924,9611,18361,,,,
1337,Northwestern Oklahoma State University,2166,Oklahoma,137,15,136,150,10,132,459,11,167,1408,1266,OK,Public,4 Year,4780.0,7036,11816,14153,18933,42200.0,76800.0,55.0,11.0
1338,Northwestern State University,9002,Louisiana,144,70,2383,418,9,89,3321,297,254,5338,6220,LA,Public,4 Year,8884.0,8580,17464,19368,28252,,,,
1339,Northwestern University,21554,Illinois,22,2865,1058,1662,12,3337,6321,702,1502,10394,10109,IL,Private,4 Year,16626.0,54567,71193,54567,71193,63400.0,115400.0,46.0,20.0
1340,Norwalk Community College,6363,Connecticut,10,274,1180,2108,13,123,3657,72,359,2224,3652,CT,Public,2 Year,,4399,4399,13167,13167,,,,
1341,Norwich University,3672,Vermont,14,85,200,249,12,41,704,144,142,2785,745,VT,Private,4 Year,13840.0,40016,53856,40016,53856,57000.0,99100.0,51.0,20.0
1342,Nossi College of Art,261,Tennessee,0,3,38,12,0,0,53,0,0,208,152,TN,For Profit,2 Year,,17700,17700,17700,17700,,,,
1343,Notre Dame de Namur University,1982,California,12,234,116,573,50,78,1063,78,175,666,1398,CA,Private,4 Year,14494.0,35350,49844,35350,49844,,,,
1344,Notre Dame of Maryland University,2764,Maryland,22,188,631,113,6,31,960,0,58,1715,2388,MD,Private,4 Year,11850.0,36900,48750,36900,48750,48300.0,86400.0,58.0,3.0
1345,Nova Southeastern University,24148,Florida,42,1491,5374,6150,13,969,13498,428,1739,7942,16836,FL,Private,4 Year,13250.0,30900,44150,30900,44150,50200.0,89800.0,60.0,9.0
1346,Nunez Community College,2617,Louisiana,17,69,1008,141,5,6,1302,62,252,1057,1668,LA,Public,2 Year,,4175,4175,7674,7674,,,,
1347,Nyack College,2896,New York,7,360,904,777,6,161,2099,45,84,552,1730,NY,Private,4 Year,9450.0,25350,34800,25350,34800,,,,
1348,O'More College of Design,172,Tennessee,3,8,9,6,0,0,26,0,18,128,148,TN,Private,4 Year,,29880,29880,29880,29880,,,,
1349,Oak Hills Christian College,141,Minnesota,5,2,3,4,0,1,14,0,0,126,77,MN,Private,4 Year,6984.0,17314,24298,17314,24298,,,,
1350,Oakland City University,2086,Indiana,5,4,57,36,1,17,121,18,117,1831,1180,IN,Private,4 Year,9900.0,24000,33900,24000,33900,,,,
1351,Oakland Community College,24031,Michigan,103,782,5821,694,51,979,8098,647,839,14115,13584,MI,Public,2 Year,,2960,2960,5540,5540,,,,
1352,Oakland University,20519,Michigan,79,955,1601,565,17,650,3709,492,1024,15136,11927,MI,Public,4 Year,10100.0,12606,22706,24230,34330,51300.0,93300.0,49.0,19.0
1353,Oakton Community College,10589,Illinois,17,1895,611,1675,82,1,4575,295,493,5520,5506,IL,Public,2 Year,,4292,4292,13375,13375,,,,
1354,Oakwood University,1939,Alabama,11,9,1629,47,0,149,1696,0,66,28,1103,AL,Private,4 Year,9312.0,16720,26032,16720,26032,43500.0,78800.0,71.0,16.0
1355,Oberlin College,2978,Ohio,3,124,154,215,2,218,666,168,23,2071,1647,OH,Private,4 Year,16338.0,55054,71392,55054,71392,53100.0,96800.0,47.0,21.0
1356,Occidental College,2040,California,2,254,90,303,5,120,842,188,44,1034,1133,CA,Private,4 Year,15496.0,54686,70182,54686,70182,,,,
1357,Ocean County College,9296,New Jersey,24,166,539,904,22,71,1798,143,425,7002,5182,NJ,Public,2 Year,,4515,4515,7695,7695,,,,
1358,Odessa College,5059,Texas,26,48,189,2823,4,56,3091,1,378,1534,3159,TX,Public,2 Year,5412.0,2794,8206,5450,10862,,,,
1359,Oglala Lakota College,1427,South Dakota,1361,1,0,6,1,0,1369,0,5,53,999,SD,Public,4 Year,,3560,3560,3560,3560,,,,
1360,Oglethorpe University,1094,Georgia,3,43,202,113,0,66,390,29,270,368,638,GA,Private,4 Year,13200.0,38100,51300,38100,51300,52400.0,91400.0,50.0,12.0
1361,Ohio Christian University,4058,Ohio,16,23,1107,90,0,18,1314,78,673,2053,2527,OH,Private,4 Year,8076.0,23306,31382,23306,31382,,,,
1362,Ohio Dominican University,2707,Ohio,6,35,471,68,6,18,663,77,135,1891,1624,OH,Private,4 Year,10948.0,31080,42028,31080,42028,,,,
1363,Ohio Northern University,3695,Ohio,4,56,113,40,3,232,321,105,267,2875,1889,OH,Private,4 Year,11650.0,32260,43910,32260,43910,54400.0,103900.0,49.0,22.0
1364,Ohio State University Agricultural Technical Institute,702,Ohio,0,1,6,10,0,0,29,12,15,658,319,OH,Public,2 Year,8696.0,7658,16354,27674,36370,,,,
1365,Ohio Technical College,1073,Ohio,2,9,182,64,2,3,291,32,16,763,66,OH,For Profit,2 Year,,28544,28544,28544,28544,,,,
1366,Ohio University,29217,Ohio,43,355,1488,754,21,1843,3482,821,555,23337,16965,OH,Public,4 Year,11830.0,12192,24022,21656,33486,,,,
1367,Ohio Wesleyan University,1734,Ohio,1,40,116,72,0,125,308,79,46,1255,927,OH,Private,4 Year,12430.0,45760,58190,45760,58190,51300.0,99200.0,46.0,21.0
1368,Ohlone College,11318,California,20,3564,452,2193,88,351,6840,523,1947,2180,5322,CA,Public,2 Year,,1419,1419,8409,8409,,,,
1369,Oklahoma Baptist University,1979,Oklahoma,107,17,118,45,5,74,451,159,64,1390,1164,OK,Private,4 Year,7350.0,28258,35608,28258,35608,43900.0,76600.0,62.0,8.0
1370,Oklahoma Christian University,2475,Oklahoma,48,203,308,142,1,0,855,153,1,1619,1143,OK,Private,4 Year,8190.0,22760,30950,22760,30950,49700.0,87900.0,57.0,41.0
1371,Oklahoma City Community College,13444,Oklahoma,565,520,1191,1517,33,976,4597,771,0,7871,7767,OK,Public,2 Year,,4059,4059,9810,9810,,,,
1372,Oklahoma City University,3035,Oklahoma,87,74,162,203,1,497,727,200,20,1791,1778,OK,Private,4 Year,8896.0,31026,39922,31026,39922,47700.0,87900.0,58.0,9.0
1373,Oklahoma Panhandle State University,1298,Oklahoma,43,17,135,211,0,22,440,34,40,796,714,OK,Public,4 Year,4695.0,8194,12889,9133,13828,42300.0,74400.0,54.0,10.0
1374,Oklahoma Wesleyan University,1345,Oklahoma,97,5,88,96,3,76,344,55,40,885,848,OK,Private,4 Year,8644.0,26956,35600,26956,35600,43300.0,78700.0,58.0,1.0
1375,Old Dominion University,24932,Virginia,89,995,5980,1578,98,820,10059,1319,1016,13037,13718,VA,Public,4 Year,11620.0,10872,22492,29772,41392,50200.0,89900.0,52.0,19.0
1376,Olivet College,1058,Michigan,4,7,104,61,0,11,217,41,5,825,425,MI,Private,4 Year,9590.0,27700,37290,27700,37290,,,,
1377,Olivet Nazarene University,4861,Illinois,15,168,489,310,8,28,1061,71,10,3762,3303,IL,Private,4 Year,7900.0,36070,43970,36070,43970,,,,
1378,Olympic College,7349,Washington,87,363,268,489,89,102,1844,548,408,4995,3767,WA,Public,2 Year,5925.0,4252,10177,4784,10709,,,,
1379,Onondaga Community College,12271,New York,137,343,1531,590,18,68,2963,344,2317,6923,6409,NY,Public,2 Year,10140.0,5484,15624,10384,20524,,,,
1380,Oral Roberts University,3481,Oklahoma,113,80,565,273,0,267,1185,154,341,1688,1956,OK,Private,4 Year,9450.0,27728,37178,27728,37178,45900.0,85100.0,59.0,8.0
1381,Orange Coast College,21775,California,52,4312,346,7394,63,956,13100,933,370,7349,10394,CA,Public,2 Year,,1438,1438,9568,9568,,,,
1382,Orange County Community College,6951,New York,25,188,731,1721,9,4,2841,167,321,3785,4043,NY,Public,2 Year,,5288,5288,9974,9974,,,,
1383,Orangeburg-Calhoun Technical College,3060,South Carolina,20,29,1686,30,0,0,1776,11,76,1208,1870,SC,Public,2 Year,,5750,5750,9200,9200,,,,
1384,Oregon Health & Science University,2861,Oregon,13,285,35,151,7,68,604,113,95,2094,1861,OR,Public,4 Year,,19176,19176,33666,33666,65400.0,108300.0,79.0,10.0
1385,Oregon Institute of Technology,4260,Oregon,49,232,58,357,27,43,937,214,152,3128,1972,OR,Public,4 Year,9058.0,9987,19045,28056,37114,61200.0,106800.0,60.0,27.0
1386,Oregon State University,28886,Oregon,172,1901,395,2101,98,3202,6320,1653,859,18505,13420,OR,Public,4 Year,12855.0,11166,24021,30141,42996,56200.0,104800.0,53.0,34.0
1387,Otero Junior College,1434,Colorado,16,9,40,386,5,54,500,44,52,828,852,CO,Public,2 Year,7112.0,4882,11994,7861,14973,,,,
1388,Otis College of Art and Design,1146,California,11,324,48,118,4,244,577,72,46,279,772,CA,Private,4 Year,15100.0,44580,59680,44580,59680,,,,
1389,Otterbein University,2791,Ohio,9,45,143,39,4,55,304,64,414,2018,1764,OH,Private,4 Year,11258.0,31874,43132,31874,43132,,,,
1390,Ouachita Baptist University,1501,Arkansas,11,13,129,58,1,37,212,0,1,1251,769,AR,Private,4 Year,7880.0,26790,34670,26790,34670,44100.0,80200.0,58.0,18.0
1391,Our Lady of the Lake College,1722,Louisiana,12,60,356,69,3,0,500,0,34,1188,1469,LA,Private,4 Year,,16484,16484,16484,16484,,,,
1392,Owens Community College,12561,Ohio,42,147,1534,882,6,120,2924,313,413,9104,6408,OH,Public,2 Year,,5860,5860,10424,10424,,,,
1393,Owensboro Community and Technical College,4156,Kentucky,7,35,148,65,4,4,356,97,70,3726,2455,KY,Public,2 Year,,5310,5310,18000,18000,,,,
1394,Oxnard College,7148,California,22,381,189,5116,26,0,5938,204,75,1135,3803,CA,Public,2 Year,,1418,1418,9218,9218,,,,
1395,Ozark Christian College,733,Missouri,5,3,10,27,1,12,75,29,1,645,336,MO,Private,4 Year,6160.0,12620,18780,12620,18780,,,,
1396,Ozarka College,1326,Arkansas,6,5,8,17,1,0,37,0,0,1289,958,AR,Public,2 Year,,3640,3640,6580,6580,,,,
1397,Ozarks Technical Community College,14396,Missouri,106,228,427,551,15,1,1734,407,304,12357,8329,MO,Public,2 Year,,4000,4000,6760,6760,,,,
1398,Pace University,12857,New York,42,1097,1384,1586,11,1770,4498,378,574,6015,7783,NY,Private,4 Year,19200.0,45280,64480,45280,64480,,,,
1399,Pacific Lutheran University,3242,Washington,28,218,95,249,24,162,847,233,52,2181,2049,WA,Private,4 Year,10790.0,42066,52856,42066,52856,54500.0,98100.0,53.0,20.0
1400,Pacific Northwest College of Art,519,Oregon,7,12,5,27,1,13,114,62,19,373,357,OR,Private,4 Year,12860.0,38250,51110,38250,51110,46300.0,85000.0,,0.0
1401,Pacific Oaks College,1176,California,4,50,152,541,8,4,767,12,87,318,1082,CA,Private,4 Year,,34830,34830,34830,34830,,,,
1402,Pacific States University,172,California,0,7,0,2,0,161,9,0,0,2,84,CA,Private,4 Year,,16005,16005,16005,16005,,,,
1403,Pacific University,3640,Oregon,24,507,58,288,56,137,1200,267,217,2086,2307,OR,Private,4 Year,12528.0,44298,56826,44298,56826,50200.0,94000.0,66.0,8.0
1404,Paier College of Art,129,Connecticut,0,4,8,16,0,0,31,3,12,86,80,CT,For Profit,4 Year,,18040,18040,18040,18040,,,,
1405,Paine College,848,Georgia,3,0,754,14,0,14,783,12,33,18,424,GA,Private,4 Year,6662.0,15595,22257,15595,22257,,,,
1406,Palm Beach Atlantic University,3865,Florida,12,105,519,649,12,138,1401,104,56,2270,2496,FL,Private,4 Year,10120.0,31450,41570,31450,41570,,,,
1407,Palm Beach State College,28517,Florida,49,808,6676,7698,55,503,15860,574,1291,10863,16133,FL,Public,2 Year,,3030,3030,10890,10890,,,,
1408,Palo Alto College,8376,Texas,26,89,243,5793,14,5,6310,145,274,1787,5079,TX,Public,2 Year,,2660,2660,13670,13670,,,,
1409,Palo Verde College,3446,California,37,179,439,1280,14,0,2025,76,153,1268,859,CA,Public,2 Year,,1380,1380,9120,9120,,,,
1410,Palomar College,24914,California,224,1643,773,9586,141,255,13469,1102,750,10440,11206,CA,Public,2 Year,,1430,1430,9170,9170,,,,
1411,Pamlico Community College,410,North Carolina,7,3,115,17,0,0,151,9,3,256,211,NC,Public,2 Year,,2323,2323,8083,8083,,,,
1412,Panola College,2564,Texas,12,11,550,251,0,63,861,37,0,1640,1693,TX,Public,2 Year,5016.0,2400,7416,5190,10206,,,,
1413,Paradise Valley Community College,8909,Arizona,134,242,284,1502,22,44,2319,135,1221,5325,5022,AZ,Public,2 Year,,2580,2580,9810,9810,,,,
1414,Paris Junior College,5086,Texas,97,44,566,631,3,12,1389,48,2,3683,3066,TX,Public,2 Year,5000.0,2400,7400,5400,10400,,,,
1415,Park University,10792,Missouri,80,267,2014,1337,48,146,4053,307,0,6593,5158,MO,Private,4 Year,8200.0,12650,20850,12650,20850,48500.0,85000.0,56.0,7.0
1416,Parkland College,8443,Illinois,39,356,1299,510,3,29,2308,101,1062,5044,4299,IL,Public,2 Year,,4920,4920,15870,15870,,,,
1417,Pasadena City College,26611,California,28,6150,1200,12963,33,988,22897,2523,266,2460,13849,CA,Public,2 Year,,1440,1440,9180,9180,,,,
1418,Passaic County Community College,8968,New Jersey,11,482,1372,4638,40,55,6599,56,613,1701,5423,NJ,Public,2 Year,,5070,5070,8850,8850,,,,
1419,Patrick Henry Community College,2853,Virginia,6,12,689,139,1,6,914,67,3,1930,1690,VA,Public,2 Year,,4730,4730,10658,10658,,,,
1420,Paul D. Camp Community College,1259,Virginia,11,9,442,38,1,0,541,40,9,709,819,VA,Public,2 Year,,4730,4730,10768,10768,,,,
1421,Paul Quinn College,273,Texas,0,0,226,35,0,1,266,5,1,5,149,TX,Private,4 Year,6000.0,8495,14495,8495,14495,,,,
1422,Paul Smith's College,892,New York,3,1,20,33,0,3,65,8,44,780,313,NY,Private,4 Year,12240.0,28484,40724,28484,40724,,,,
1423,Pearl River Community College,4529,Mississippi,16,30,1213,90,0,0,1349,0,94,3086,2847,MS,Public,2 Year,4900.0,3500,8400,5898,10798,,,,
1424,Peirce College,1833,Pennsylvania,5,36,1235,135,4,3,1428,13,45,357,1327,PA,Private,4 Year,,18660,18660,18660,18660,,,,
1425,Pellissippi State Community College,10099,Tennessee,31,172,636,348,18,165,1531,326,6,8397,5317,TN,Public,2 Year,,4480,4480,13246,13246,,,,
1426,Peninsula College,2342,Washington,93,39,68,157,6,100,496,133,336,1410,1284,WA,Public,2 Year,,5023,5023,9852,9852,,,,
1427,Pennsylvania Academy of the Fine Arts,258,Pennsylvania,1,13,15,20,0,14,60,11,26,158,163,PA,Private,4 Year,,38878,38878,38878,38878,,,,
